useless,id,keywords
15131,39053.0,"[{'id': 171993, 'name': 'mumblecore'}]"
15132,37169.0,"[{'id': 1930, 'name': 'kidnapping'}, {'id': 3262, 'name': 'surgeon'}, {'id': 14901, 'name': 'body mutilation'}, {'id': 160059, 'name': 'psychosis'}, {'id': 191564, 'name': 'body horror'}]"
15139,39452.0,"[{'id': 2815, 'name': 'graffiti'}, {'id': 4373, 'name': 'fraud'}, {'id': 4438, 'name': 'cousin'}, {'id': 5918, 'name': 'painting'}, {'id': 8406, 'name': 'street artist'}, {'id': 9864, 'name': 'prank'}, {'id': 10232, 'name': 'fame'}, {'id': 10483, 'name': 'eccentric'}, {'id': 14893, 'name': 'art'}, {'id': 15478, 'name': 'art gallery'}, {'id': 15480, 'name': 'modern art'}]"
15151,32985.0,"[{'id': 3070, 'name': 'mercenary'}, {'id': 9826, 'name': 'murder'}, {'id': 10223, 'name': 'puritan'}, {'id': 10821, 'name': 'sorcerer'}, {'id': 11060, 'name': 'trap'}, {'id': 11464, 'name': 'bag over head'}, {'id': 14819, 'name': 'violence'}, {'id': 15032, 'name': 'gothic horror'}, {'id': 33601, 'name': 'covered wagon'}, {'id': 41592, 'name': 'monastery'}, {'id': 159643, 'name': 'mercy killing'}, {'id': 167696, 'name': 'healing'}, {'id': 183646, 'name': 'robert e. howard'}, {'id': 183654, 'name': 'hanged body'}, {'id': 183664, 'name': 'pile of gold'}, {'id': 183668, 'name': 'cloak'}, {'id': 234213, 'name': 'sword and sorcery'}]"
15153,10138.0,"[{'id': 8613, 'name': 'malibu'}, {'id': 8828, 'name': 'marvel comic'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9748, 'name': 'revenge'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe'}]"
15158,38579.0,[]
15159,37931.0,"[{'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
15160,27004.0,"[{'id': 10183, 'name': 'independent film'}, {'id': 10594, 'name': 'money'}]"
15184,34069.0,"[{'id': 3388, 'name': 'space colony'}, {'id': 3801, 'name': 'space travel'}, {'id': 3972, 'name': 'simulated reality '}, {'id': 9831, 'name': 'spaceship'}, {'id': 9937, 'name': 'suspense'}, {'id': 158022, 'name': 'cargo ship'}, {'id': 193149, 'name': 'suspended animation'}, {'id': 210367, 'name': 'loneliness in space'}]"
15185,23437.0,"[{'id': 2337, 'name': 'pedophilia'}, {'id': 6152, 'name': 'supernatural'}, {'id': 8766, 'name': 'freddy krueger'}, {'id': 9714, 'name': 'remake'}, {'id': 9748, 'name': 'revenge'}, {'id': 12339, 'name': 'slasher'}, {'id': 14687, 'name': 'extreme violence'}, {'id': 161184, 'name': 'reboot'}, {'id': 181019, 'name': 'franchise'}, {'id': 225209, 'name': 'dreams'}, {'id': 233386, 'name': 'bad'}]"
15186,37495.0,"[{'id': 13015, 'name': 'terrorism'}, {'id': 191479, 'name': 'british farce'}]"
15192,35169.0,"[{'id': 10468, 'name': 'bear'}, {'id': 18165, 'name': 'animal'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 179867, 'name': 'real estate'}, {'id': 184952, 'name': 'land developer'}, {'id': 234341, 'name': 'real estate developer'}]"
15197,36950.0,"[{'id': 236, 'name': 'suicide'}, {'id': 3032, 'name': 'suffering'}, {'id': 4424, 'name': 'pain'}, {'id': 5565, 'name': 'biography'}, {'id': 6165, 'name': 'historical figure'}, {'id': 6564, 'name': 'terminal illness'}, {'id': 9826, 'name': 'murder'}, {'id': 11011, 'name': 'morality'}, {'id': 162339, 'name': 'media manipulation'}, {'id': 198423, 'name': 'moral dilemma'}, {'id': 211553, 'name': 'assisted suicide'}]"
15199,38542.0,"[{'id': 572, 'name': 'sex'}, {'id': 910, 'name': 'bondage'}, {'id': 1336, 'name': 'ransom'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 5905, 'name': 'father'}, {'id': 34143, 'name': 'rich'}]"
15202,20662.0,"[{'id': 4147, 'name': 'robin hood'}, {'id': 4393, 'name': 'archer'}, {'id': 10466, 'name': 'knight'}, {'id': 11525, 'name': 'sherwood forest'}, {'id': 18101, 'name': 'bow and arrow'}, {'id': 41406, 'name': 'middle ages'}, {'id': 161257, 'name': 'medieval'}, {'id': 186686, 'name': 'king of england'}]"
15239,36801.0,"[{'id': 392, 'name': 'england'}, {'id': 1228, 'name': '1970s'}, {'id': 1382, 'name': 'factory'}, {'id': 9713, 'name': 'friends'}, {'id': 10332, 'name': 'salesman'}, {'id': 10683, 'name': 'coming of age'}, {'id': 11152, 'name': 'life insurance'}, {'id': 11935, 'name': 'working class'}, {'id': 15300, 'name': 'father daughter relationship'}, {'id': 160246, 'name': 'childhood friends'}]"
15241,46705.0,"[{'id': 246, 'name': 'dancing'}, {'id': 428, 'name': 'nurse'}, {'id': 894, 'name': 'depression'}, {'id': 1517, 'name': 'classroom'}, {'id': 3450, 'name': 'bridge'}, {'id': 6038, 'name': 'marriage'}, {'id': 9276, 'name': 'truck'}, {'id': 9673, 'name': 'love'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 10103, 'name': 'children'}]"
15257,26388.0,"[{'id': 1533, 'name': 'isolation'}, {'id': 1909, 'name': 'coffin'}, {'id': 4776, 'name': 'race against time'}, {'id': 7172, 'name': 'buried alive'}, {'id': 10349, 'name': 'survival'}, {'id': 13015, 'name': 'terrorism'}, {'id': 15017, 'name': 'danger'}, {'id': 15156, 'name': 'cell phone'}, {'id': 18034, 'name': 'desert'}, {'id': 157902, 'name': 'psychological'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 206219, 'name': 'captivity'}, {'id': 206687, 'name': 'chases and races'}, {'id': 206690, 'name': 'mind and soul'}, {'id': 206704, 'name': 'confined'}]"
15265,9543.0,"[{'id': 1241, 'name': 'persia'}, {'id': 1965, 'name': 'sandstorm'}, {'id': 12653, 'name': 'brother against brother'}, {'id': 12654, 'name': 'armageddon'}, {'id': 12655, 'name': 'regent'}, {'id': 41645, 'name': 'based on video game'}]"
15274,25846.0,"[{'id': 629, 'name': 'sicily'}, {'id': 1755, 'name': 'fascism'}, {'id': 10391, 'name': 'mafia'}, {'id': 173644, 'name': 'communism'}]"
15281,37786.0,[]
15289,32823.0,"[{'id': 179430, 'name': 'aftercreditsstinger'}]"
15300,37707.0,"[{'id': 1718, 'name': 'dna'}, {'id': 6017, 'name': 'genetics'}, {'id': 158256, 'name': 'gene manipulation'}, {'id': 163561, 'name': 'genetic engineering'}, {'id': 168219, 'name': 'biological experiment'}]"
15310,37056.0,"[{'id': 131, 'name': 'italy'}, {'id': 3344, 'name': 'letter'}, {'id': 9799, 'name': 'romantic comedy'}, {'id': 34061, 'name': 'american abroad'}, {'id': 164698, 'name': 'boyfriend girlfriend'}, {'id': 168551, 'name': 'italian stereotype'}, {'id': 193614, 'name': 'verona italy'}, {'id': 207372, 'name': 'quest'}]"
15343,20533.0,"[{'id': 75, 'name': 'gunslinger'}, {'id': 279, 'name': 'usa'}, {'id': 849, 'name': 'dc comics'}, {'id': 6154, 'name': 'hell'}, {'id': 15518, 'name': 'facial scar'}, {'id': 34079, 'name': 'death'}, {'id': 163188, 'name': 'confederate'}, {'id': 175261, 'name': 'tomahawk'}]"
15344,34544.0,"[{'id': 1327, 'name': 'war crimes'}, {'id': 4406, 'name': 'military court'}, {'id': 5947, 'name': 'military service'}, {'id': 10476, 'name': 'double crossed'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
15348,10193.0,"[{'id': 1562, 'name': 'hostage'}, {'id': 3616, 'name': 'college'}, {'id': 4290, 'name': 'toy'}, {'id': 5462, 'name': 'barbie'}, {'id': 10336, 'name': 'animation'}, {'id': 10685, 'name': 'escape'}, {'id': 33794, 'name': 'day care'}, {'id': 158162, 'name': 'teddy bear'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187065, 'name': 'toy comes to life'}, {'id': 209386, 'name': 'personification'}, {'id': 209387, 'name': 'inanimate objects coming to life'}, {'id': 224516, 'name': 'toy story'}]"
15357,39013.0,"[{'id': 5905, 'name': 'father'}, {'id': 6148, 'name': 'court'}, {'id': 14657, 'name': 'bail'}, {'id': 14658, 'name': 'drug trade'}, {'id': 14659, 'name': 'girl'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187056, 'name': 'woman director'}]"
15361,18897.0,"[{'id': 9844, 'name': 'car crash'}, {'id': 9937, 'name': 'suspense'}, {'id': 11469, 'name': 'memory loss'}, {'id': 173719, 'name': 'haunted by the past'}, {'id': 186815, 'name': 'metaphor'}, {'id': 187056, 'name': 'woman director'}]"
15372,10192.0,"[{'id': 189111, 'name': 'ogre'}, {'id': 209714, 'name': '3d'}]"
15408,24021.0,"[{'id': 3133, 'name': 'vampire'}, {'id': 3687, 'name': 'graduation'}, {'id': 4197, 'name': 'bite'}, {'id': 4978, 'name': 'immortality'}, {'id': 12564, 'name': 'werewolf'}, {'id': 231407, 'name': 'fang vamp'}]"
15415,34647.0,"[{'id': 549, 'name': 'prostitute'}, {'id': 3298, 'name': 'hallucination'}, {'id': 3688, 'name': 'strip club'}, {'id': 6155, 'name': 'afterlife'}, {'id': 9887, 'name': 'surrealism'}, {'id': 11483, 'name': 'drug trip'}, {'id': 12420, 'name': 'unsimulated sex'}, {'id': 14964, 'name': 'drug'}, {'id': 33841, 'name': 'incest'}, {'id': 168179, 'name': 'drug deal'}, {'id': 184392, 'name': 'psychedelic'}, {'id': 208805, 'name': 'dmt'}, {'id': 224663, 'name': 'new french extremism'}]"
15422,10196.0,"[{'id': 657, 'name': 'fire'}, {'id': 1445, 'name': 'ice'}, {'id': 2770, 'name': 'war ship'}, {'id': 3071, 'name': 'prince'}, {'id': 4152, 'name': 'kingdom'}, {'id': 4237, 'name': 'water'}, {'id': 5331, 'name': 'village'}, {'id': 5638, 'name': 'arrest'}, {'id': 9714, 'name': 'remake'}, {'id': 10563, 'name': 'attack'}, {'id': 13002, 'name': 'avatar'}, {'id': 13152, 'name': 'air'}, {'id': 13153, 'name': 'spirit'}, {'id': 13154, 'name': 'world'}, {'id': 13155, 'name': 'domination'}, {'id': 13156, 'name': 'cheering'}]"
15454,16023.0,"[{'id': 10842, 'name': 'good vs evil'}, {'id': 11192, 'name': 'adult humor'}, {'id': 11409, 'name': 'imaginary land'}, {'id': 11411, 'name': 'wager'}, {'id': 12993, 'name': 'suicide mission'}, {'id': 170344, 'name': 'imagination'}]"
15463,34851.0,"[{'id': 414, 'name': 'hunter'}, {'id': 1297, 'name': 'predator'}, {'id': 1794, 'name': 'yakuza'}, {'id': 4323, 'name': 'hunting human beings'}, {'id': 4862, 'name': 'alien life-form'}, {'id': 9663, 'name': 'sequel'}, {'id': 9951, 'name': 'alien'}, {'id': 10158, 'name': 'alien planet'}, {'id': 10787, 'name': 'jungle'}, {'id': 13065, 'name': 'soldier'}, {'id': 192913, 'name': 'warrior'}]"
15472,20352.0,"[{'id': 4130, 'name': 'adoptive father'}, {'id': 6783, 'name': 'orphanage'}, {'id': 7393, 'name': ""life's dream""}, {'id': 9823, 'name': 'rivalry'}, {'id': 10261, 'name': 'stealing'}, {'id': 10551, 'name': 'ballet'}, {'id': 12663, 'name': 'little girl'}, {'id': 13014, 'name': 'orphan'}, {'id': 15300, 'name': 'father daughter relationship'}, {'id': 156928, 'name': 'tomboy'}, {'id': 157499, 'name': 'mother son relationship'}, {'id': 160097, 'name': 'intelligent'}, {'id': 161155, 'name': 'kids'}, {'id': 179095, 'name': 'evil doctor'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 190999, 'name': 'minions'}, {'id': 194404, 'name': 'supervillain'}, {'id': 209714, 'name': '3d'}, {'id': 219832, 'name': 'despicable'}, {'id': 235459, 'name': 'cattivissimo'}]"
15480,27205.0,"[{'id': 1014, 'name': 'loss of lover'}, {'id': 1566, 'name': 'dream'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 2116, 'name': 'sleep'}, {'id': 2117, 'name': 'subconsciousness'}, {'id': 10051, 'name': 'heist'}, {'id': 11436, 'name': 'redemption'}, {'id': 160137, 'name': 'female hero'}]"
15481,38365.0,"[{'id': 2064, 'name': 'overweight'}, {'id': 6954, 'name': 'swing'}, {'id': 7600, 'name': 'foot'}, {'id': 11428, 'name': 'convertible'}, {'id': 11715, 'name': 'arrow'}]"
15483,27022.0,"[{'id': 616, 'name': 'witch'}, {'id': 657, 'name': 'fire'}, {'id': 1994, 'name': 'wolf'}, {'id': 2098, 'name': 'fountain'}, {'id': 2343, 'name': 'magic'}, {'id': 3096, 'name': 'book'}, {'id': 3098, 'name': 'castle'}, {'id': 4237, 'name': 'water'}, {'id': 4488, 'name': 'apprentice'}, {'id': 4613, 'name': 'training'}, {'id': 8504, 'name': 'merlin'}, {'id': 9673, 'name': 'love'}, {'id': 10364, 'name': 'mission'}, {'id': 10821, 'name': 'sorcerer'}, {'id': 12554, 'name': 'dragon'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 193201, 'name': 'apprendista'}, {'id': 222347, 'name': 'morgana'}]"
15487,37834.0,"[{'id': 470, 'name': 'spy'}, {'id': 822, 'name': 'airport'}, {'id': 1420, 'name': 'gas station'}, {'id': 2101, 'name': 'garage'}, {'id': 3203, 'name': 'pilot'}, {'id': 3713, 'name': 'chase'}, {'id': 4289, 'name': 'secret agent'}, {'id': 6399, 'name': 'rope'}, {'id': 9778, 'name': 'exploding building'}, {'id': 15483, 'name': 'car chase'}, {'id': 33352, 'name': 'police car'}, {'id': 33353, 'name': 'boy genius'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
15496,38575.0,"[{'id': 179431, 'name': 'duringcreditsstinger'}]"
15504,39781.0,"[{'id': 9833, 'name': 'lesbian relationship'}, {'id': 10768, 'name': 'lesbian'}, {'id': 12997, 'name': 'dinner'}, {'id': 14735, 'name': 'motorcycle'}, {'id': 41379, 'name': 'argument'}, {'id': 159143, 'name': 'biological father'}, {'id': 159150, 'name': 'artificial insemination'}, {'id': 159156, 'name': 'control freak'}, {'id': 159161, 'name': 'vegetable garden'}, {'id': 187056, 'name': 'woman director'}, {'id': 230314, 'name': 'lgbt family'}]"
15508,73861.0,"[{'id': 255, 'name': 'male nudity'}, {'id': 293, 'name': 'female nudity'}, {'id': 445, 'name': 'pornography'}, {'id': 570, 'name': 'rape'}, {'id': 572, 'name': 'sex'}, {'id': 625, 'name': 'sadistic'}, {'id': 739, 'name': 'sexual abuse'}, {'id': 1449, 'name': 'underworld'}, {'id': 2337, 'name': 'pedophilia'}, {'id': 2376, 'name': 'perversity'}, {'id': 2546, 'name': 'mask'}, {'id': 3260, 'name': 'masochism'}, {'id': 3544, 'name': 'machete'}, {'id': 4426, 'name': 'sadism'}, {'id': 5919, 'name': 'necrophilia'}, {'id': 6255, 'name': 'insanity'}, {'id': 6373, 'name': 'sadomasochism'}, {'id': 7344, 'name': 'porno star'}, {'id': 8636, 'name': 'blood splatter'}, {'id': 9826, 'name': 'murder'}, {'id': 10183, 'name': 'independent film'}, {'id': 10292, 'name': 'gore'}, {'id': 10371, 'name': 'antisocial personality disorder'}, {'id': 11221, 'name': 'blood'}, {'id': 11262, 'name': 'statutory rape'}, {'id': 11308, 'name': 'painful sex'}, {'id': 11422, 'name': 'plot twist'}, {'id': 11534, 'name': 'sexual violence'}, {'id': 11872, 'name': 'atrocity'}, {'id': 13125, 'name': 'sadist'}, {'id': 14707, 'name': 'brutality'}, {'id': 14819, 'name': 'violence'}, {'id': 14837, 'name': 'rage'}, {'id': 15069, 'name': 'masked man'}, {'id': 15085, 'name': 'splatter'}, {'id': 33439, 'name': 'sexual sadism'}, {'id': 33656, 'name': 'pervert'}, {'id': 33841, 'name': 'incest'}, {'id': 34079, 'name': 'death'}, {'id': 41410, 'name': 'madness'}, {'id': 155301, 'name': 'rough sex'}, {'id': 155678, 'name': 'penis'}, {'id': 156075, 'name': 'evil'}, {'id': 157701, 'name': 'psychotic'}, {'id': 157707, 'name': 'masochist'}, {'id': 158713, 'name': 'bdsm'}, {'id': 162810, 'name': 'macabre'}, {'id': 198500, 'name': 'sickness'}, {'id': 210655, 'name': 'snuff films'}, {'id': 212433, 'name': 'rape of a child'}, {'id': 212435, 'name': 'meta film'}]"
15511,40662.0,"[{'id': 779, 'name': 'martial arts'}, {'id': 849, 'name': 'dc comics'}, {'id': 7002, 'name': 'vigilante'}, {'id': 9537, 'name': 'joker'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 10291, 'name': 'organized crime'}, {'id': 12547, 'name': 'billionaire'}, {'id': 15481, 'name': 'fictional city'}, {'id': 18258, 'name': 'face mask'}, {'id': 156553, 'name': 'mascara'}, {'id': 156554, 'name': 'roja'}, {'id': 163455, 'name': 'super powers'}, {'id': 180734, 'name': 'masked superhero'}]"
15516,27576.0,"[{'id': 441, 'name': 'assassination'}, {'id': 470, 'name': 'spy'}, {'id': 591, 'name': 'cia'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 2106, 'name': 'cold war'}, {'id': 2111, 'name': 'soviet union'}, {'id': 3637, 'name': 'double agent'}, {'id': 4776, 'name': 'race against time'}, {'id': 9748, 'name': 'revenge'}, {'id': 10562, 'name': 'on the run'}, {'id': 10950, 'name': 'shootout'}, {'id': 11134, 'name': 'espionage'}, {'id': 11322, 'name': 'female protagonist'}, {'id': 12366, 'name': 'hitwoman'}, {'id': 13015, 'name': 'terrorism'}, {'id': 14819, 'name': 'violence'}, {'id': 190654, 'name': 'russian spy'}, {'id': 190981, 'name': 'intelligence officer'}, {'id': 208314, 'name': 'action heroine'}]"
15530,31011.0,"[{'id': 9887, 'name': 'surrealism'}]"
15540,38778.0,"[{'id': 2161, 'name': 'mouse'}, {'id': 2415, 'name': 'idiot'}, {'id': 9678, 'name': 'mind control'}, {'id': 9719, 'name': 'taxidermy'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
15544,35019.0,"[{'id': 2341, 'name': 'nanny'}, {'id': 2486, 'name': 'fantasy'}, {'id': 10103, 'name': 'children'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187056, 'name': 'woman director'}]"
15566,31203.0,[]
15576,38843.0,"[{'id': 1156, 'name': 'sister sister relationship'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 12335, 'name': 'aunt niece relationship'}, {'id': 15300, 'name': 'father daughter relationship'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187056, 'name': 'woman director'}]"
15580,24122.0,"[{'id': 242, 'name': 'new york'}, {'id': 2341, 'name': 'nanny'}, {'id': 11513, 'name': 'cheating husband'}, {'id': 15160, 'name': 'divorce'}, {'id': 157799, 'name': 'older woman younger man relationship'}]"
15581,27581.0,"[{'id': 2398, 'name': 'narration'}, {'id': 167529, 'name': 'ceo'}, {'id': 167531, 'name': 'fire truck'}, {'id': 167536, 'name': 'shot in the shoulder'}, {'id': 167538, 'name': 'zip line'}, {'id': 167541, 'name': 'buddy comedy'}, {'id': 167542, 'name': 'carjacking'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
15583,41135.0,"[{'id': 782, 'name': 'assassin'}, {'id': 12367, 'name': 'female assassin'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
15608,27578.0,"[{'id': 331, 'name': 'tattoo'}, {'id': 779, 'name': 'martial arts'}, {'id': 1589, 'name': 'sniper'}, {'id': 2041, 'name': 'island'}, {'id': 3070, 'name': 'mercenary'}, {'id': 3450, 'name': 'bridge'}, {'id': 10084, 'name': 'rescue'}, {'id': 10685, 'name': 'escape'}, {'id': 14765, 'name': 'church'}, {'id': 14964, 'name': 'drug'}, {'id': 40884, 'name': 'blade'}, {'id': 159753, 'name': 'ensemble cast'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
15609,22538.0,"[{'id': 170335, 'name': 'whipping'}, {'id': 175297, 'name': 'hipster'}, {'id': 175301, 'name': 'underage girlfriend'}, {'id': 175309, 'name': 'animated flashback'}, {'id': 175314, 'name': ""character's point of view camera shot""}, {'id': 175316, 'name': 'unconsciousness'}, {'id': 175321, 'name': 'girl fight'}, {'id': 175322, 'name': 'vegan'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
15613,44629.0,[]
15628,23759.0,"[{'id': 1405, 'name': 'roman empire'}, {'id': 5049, 'name': 'ancient rome'}, {'id': 14704, 'name': 'ancient world'}, {'id': 14819, 'name': 'violence'}, {'id': 14905, 'name': 'britain'}, {'id': 158778, 'name': 'behind enemy lines'}, {'id': 161240, 'name': 'sole survivor'}]"
15633,9503.0,"[{'id': 74, 'name': 'germany'}, {'id': 716, 'name': 'vatican'}, {'id': 717, 'name': 'pope'}, {'id': 2386, 'name': 'empowerment'}]"
15647,43549.0,"[{'id': 4005, 'name': 'human experimentation'}, {'id': 12565, 'name': 'psychological thriller'}, {'id': 12572, 'name': 'experiment gone wrong'}]"
15648,14138.0,"[{'id': 1261, 'name': 'river'}, {'id': 3185, 'name': 'crocodile'}, {'id': 4551, 'name': 'swamp'}, {'id': 5159, 'name': 'tourist'}, {'id': 5657, 'name': 'australia'}]"
15653,43593.0,"[{'id': 3342, 'name': 'yacht'}, {'id': 9732, 'name': 'movie in movie'}, {'id': 10503, 'name': 'scuba diving'}, {'id': 158045, 'name': 'piranha'}, {'id': 158054, 'name': 'spring break'}, {'id': 158072, 'name': 'man eaten by monster'}, {'id': 209714, 'name': '3d'}]"
15659,26035.0,"[{'id': 236, 'name': 'suicide'}, {'id': 9229, 'name': 'grandparents'}, {'id': 9673, 'name': 'love'}, {'id': 9840, 'name': 'romance'}, {'id': 13088, 'name': 'summer'}, {'id': 13130, 'name': 'teenager'}, {'id': 187056, 'name': 'woman director'}, {'id': 208703, 'name': 'rebellious teenager'}]"
15661,16346.0,[]
15677,31900.0,"[{'id': 494, 'name': 'father son relationship'}, {'id': 966, 'name': 'beach'}, {'id': 1233, 'name': 'composer'}, {'id': 1416, 'name': 'jazz'}, {'id': 3182, 'name': 'seduction'}, {'id': 3490, 'name': 'pop star'}, {'id': 4344, 'name': 'musical'}, {'id': 4528, 'name': 'song'}, {'id': 5565, 'name': 'biography'}, {'id': 10229, 'name': 'singer'}, {'id': 11508, 'name': 'jewish'}, {'id': 14709, 'name': 'profile'}, {'id': 15237, 'name': 'alcohol abuse'}, {'id': 33475, 'name': 'songwriter'}]"
15684,42194.0,"[{'id': 779, 'name': 'martial arts'}, {'id': 4565, 'name': 'dystopia'}, {'id': 41645, 'name': 'based on video game'}, {'id': 156159, 'name': 'martial arts tournament'}]"
15706,27579.0,"[{'id': 549, 'name': 'prostitute'}, {'id': 1192, 'name': 'sweden'}, {'id': 9937, 'name': 'suspense'}, {'id': 10093, 'name': 'priest'}, {'id': 212412, 'name': 'very little dialogue'}]"
15711,14158.0,"[{'id': 3444, 'name': 'disgust'}, {'id': 4424, 'name': 'pain'}, {'id': 5452, 'name': 'stunts'}, {'id': 5956, 'name': 'stuntman'}, {'id': 6241, 'name': 'stupidity'}, {'id': 200234, 'name': 'shocking'}]"
15735,23631.0,"[{'id': 2173, 'name': 'illegal immigration'}, {'id': 3014, 'name': 'immigration law'}, {'id': 3544, 'name': 'machete'}, {'id': 6083, 'name': 'politician'}, {'id': 6712, 'name': 'death of a child'}, {'id': 12404, 'name': 'hard to kill'}, {'id': 12639, 'name': 'brutal death'}]"
15736,41233.0,"[{'id': 4344, 'name': 'musical'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 209714, 'name': '3d'}]"
15771,40264.0,"[{'id': 3133, 'name': 'vampire'}, {'id': 6270, 'name': 'high school'}, {'id': 10266, 'name': 'prom'}, {'id': 11931, 'name': 'spoof'}, {'id': 12416, 'name': 'horror spoof'}, {'id': 13130, 'name': 'teenager'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
15798,37799.0,"[{'id': 2157, 'name': 'hacker'}, {'id': 12361, 'name': 'hacking'}, {'id': 162749, 'name': 'creator'}, {'id': 170209, 'name': 'frat party'}, {'id': 171063, 'name': 'social network'}, {'id': 171065, 'name': 'deposition'}, {'id': 171067, 'name': 'intellectual property'}, {'id': 171068, 'name': 'entrepreneur'}, {'id': 171070, 'name': 'arrogance'}, {'id': 220076, 'name': 'young entrepreneur'}, {'id': 220831, 'name': 'facebook'}]"
15807,23168.0,"[{'id': 818, 'name': 'based on novel'}, {'id': 975, 'name': 'money laundering'}, {'id': 1546, 'name': 'ambulance'}, {'id': 1680, 'name': 'boston'}, {'id': 1700, 'name': 'massachusetts'}, {'id': 1929, 'name': 'bank manager'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2778, 'name': 'florist'}, {'id': 2779, 'name': 'flower shop'}, {'id': 3607, 'name': 'hold-up robbery'}, {'id': 8054, 'name': 'volunteer'}, {'id': 8627, 'name': 'stolen money'}, {'id': 9713, 'name': 'friends'}, {'id': 9775, 'name': 'car set on fire'}, {'id': 10847, 'name': 'boston garden'}, {'id': 11148, 'name': 'police chase'}, {'id': 12392, 'name': 'best friend'}, {'id': 155726, 'name': 'fenway park'}]"
15814,37735.0,"[{'id': 2251, 'name': 'lie'}, {'id': 6270, 'name': 'high school'}, {'id': 10873, 'name': 'school'}, {'id': 11870, 'name': 'teen movie'}, {'id': 189868, 'name': 'rumor'}]"
15815,38167.0,"[{'id': 7348, 'name': 'indonesia'}, {'id': 11322, 'name': 'female protagonist'}, {'id': 14636, 'name': 'india'}, {'id': 15160, 'name': 'divorce'}, {'id': 192096, 'name': 'bali'}]"
15827,43949.0,"[{'id': 367, 'name': 'shyness'}, {'id': 818, 'name': 'based on novel'}, {'id': 10048, 'name': 'unrequited love'}, {'id': 10226, 'name': 'neighbor'}, {'id': 10235, 'name': 'family relationships'}, {'id': 156925, 'name': 'first crush'}, {'id': 165100, 'name': 'young love'}, {'id': 165301, 'name': 'opposites attract'}, {'id': 170325, 'name': 'adolescent boy'}, {'id': 223438, 'name': 'based on young adult novel'}]"
15829,33909.0,"[{'id': 179431, 'name': 'duringcreditsstinger'}]"
15834,41216.0,"[{'id': 3905, 'name': 'owl'}]"
15835,39691.0,"[{'id': 13006, 'name': 'torture'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 209714, 'name': '3d'}]"
15851,43923.0,"[{'id': 236, 'name': 'suicide'}, {'id': 894, 'name': 'depression'}, {'id': 10183, 'name': 'independent film'}, {'id': 10683, 'name': 'coming of age'}, {'id': 11870, 'name': 'teen movie'}, {'id': 13130, 'name': 'teenager'}, {'id': 156851, 'name': 'psychiatric ward'}, {'id': 187056, 'name': 'woman director'}, {'id': 223438, 'name': 'based on young adult novel'}]"
